dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only
dpn,s4_h0p40_m0p40_e0p20,4,0.4,0.4,0.2,distance_only,5,1.0,0.0,1.0,0.0,1.0,1.1102230246251565e-16,0.9851603689742883,0.009883445074945848,0.9999055266887105,0.00010233990747084362,0.9997466825152479,0.0002730425652796965,0.9710201101954933,0.021504291189000255,0.9983346763362879,0.0030327046726173687,0.9976403983275424,0.0035074438235860495,1.05,0.9780902395848907
dpn,s12_h0p65_m0p25_e0p10,12,0.65,0.25,0.1,distance_only,5,1.0,0.0,1.0,0.0,1.0,0.0,0.982599587507405,0.01268325221884051,0.9999325190633644,6.748093663538901e-05,0.9998153634963544,0.00018453558053535906,0.9800020909264606,0.015179183220255616,0.9996642492613486,0.00024211330079668242,0.9990497386090078,0.000696196389554635,1.05,0.9813008392169328
dpn,s12_h0p65_m0p20_e0p15,12,0.65,0.2,0.15,distance_only,5,1.0,0.0,1.0,0.0,1.0,0.0,0.9852139662782344,0.010795030290333286,0.9998920305013833,7.694010561435239e-05,0.9997047736420978,0.00021013483703193474,0.9812384212478292,0.012501566431581498,0.999771689497717,0.00015459124943893526,0.9993580596506947,0.000437694949126886,1.05,0.9832261937630318
dpn,s12_h0p60_m0p30_e0p10,12,0.6,0.3,0.1,distance_only,5,1.0,0.0,1.0,0.0,1.0,1.5700924586837752e-16,0.9786797736538162,0.01412797893955087,0.9999055266887105,9.053517690126801e-05,0.99974423974102,0.00024378616277502362,0.9748100567870581,0.016763820804192794,0.9996373892022563,0.00036348022032569184,0.9990357420978828,0.0009155374725699513,1.05,0.9767449152204372
dpn,s12_h0p60_m0p25_e0p15,12,0.6,0.25,0.15,distance_only,5,1.0,0.0,1.0,0.0,1.0,0.0,0.9773705300433078,0.015632185445160037,0.9998920305013833,0.00011291720447181768,0.9997100633910543,0.00029936655296723284,0.9753224664819232,0.029193307020823657,0.9995030889067957,0.0005300184598622454,0.9986068768760209,0.0015220160487121662,1.05,0.9763464982626155
dpn,s12_h0p60_m0p20_e0p20,12,0.6,0.2,0.2,distance_only,5,1.0,0.0,1.0,0.0,0.9999999999999998,2.220446049250313e-16,0.9811880733654134,0.010921068325800974,0.9998920305013833,0.00010233990747080702,0.9997105705598857,0.0002690399818998069,0.9750445334337952,0.022070877044203838,0.9996911093204405,0.0004367341536800743,0.9991221982190254,0.0012543725816271066,1.05,0.9781163033996043
dpn,s12_h0p55_m0p35_e0p10,12,0.55,0.35,0.1,distance_only,5,1.0,0.0,1.0,0.0,1.0,1.1102230246251565e-16,0.9798619953528782,0.009189369897770912,0.9998920305013833,0.00011291720447181768,0.9997100633910543,0.00029936655296720845,0.97737146029583,0.01491185993948532,0.9993687886113349,0.0007052364143495002,0.9982805066470151,0.0019609165288394146,1.05,0.978616727824354
dpn,s4_h0p60_m0p30_e0p10,4,0.6,0.3,0.1,distance_only,5,1.0,0.0,1.0,0.0,1.0,1.1102230246251565e-16,0.9825998393667567,0.013564715243937008,0.9998920305013833,0.0001693758067077199,0.999717872892834,0.00043387634422137144,0.974873213078143,0.01872045202287503,0.9998791297340854,8.755308091869536e-05,0.9996735472351913,0.00022901319694295904,1.05,0.9787365262224499
dpn,s6_h0p60_m0p25_e0p15,6,0.6,0.25,0.15,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,0.0,0.9853022902101077,0.014954956612522987,0.9999055266887105,6.0356784600828104e-05,0.9997423041356239,0.00016437204484227066,0.9772478684414001,0.01081371868204407,0.9995165189363415,0.0003404187981637313,0.9986182027860634,0.0009756754777234462,1.0469524690809353,0.9812750793257539
dpn,s8_h0p45_m0p35_e0p20,8,0.45,0.35,0.2,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,0.9999999999999998,1.6653345369377348e-16,0.9891337801318232,0.0037102196662077104,0.9999595114380189,6.035678460084052e-05,0.999889917314575,0.0001636451426815208,0.9772329691170276,0.007422282221549769,0.9995568090249799,0.00047148777011929286,0.998726678642241,0.0013678041454905133,1.0469524690809353,0.9831833746244254
dpn,s4_h0p60_m0p20_e0p20,4,0.6,0.2,0.2,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,0.9999999999999998,1.5700924586837752e-16,0.9878282747889651,0.008803662039299954,0.9993521830083001,0.0013365655286014634,0.998845106541415,0.0022797781804602068,0.9772850002177458,0.009774067364880571,0.9996105291431642,0.0006161735023880995,0.9990891271089921,0.0013360532046307082,1.0469524690809353,0.9825566375033554
dpn,s10_h0p50_m0p40_e0p10,10,0.5,0.4,0.1,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,1.9229626863835638e-16,0.982599587507405,0.01268325221884051,0.9999325190633647,0.00011688041079482977,0.9998206532453109,0.0003081561456204231,0.9722286147098178,0.01719190117827513,0.9996373892022563,0.0002792994136863373,0.9989786841455508,0.0007858938385331847,1.0469524690809353,0.9774141011086114
dpn,s10_h0p50_m0p35_e0p15,10,0.5,0.35,0.15,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,0.0,0.9800198546172434,0.015158435266655225,0.9999325190633647,0.00011688041079482977,0.9998206532453109,0.0003081561456204074,0.9722286147098178,0.01719190117827513,0.9997179693795328,0.00023930338008600364,0.99920632831746,0.0006775289838805521,1.0469524690809353,0.9761242346635306
dpn,s10_h0p55_m0p30_e0p15,10,0.55,0.3,0.15,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,0.9999999999999998,2.220446049250313e-16,0.9851790065663113,0.008637064317103753,0.9999190228760375,8.798437688376813e-05,0.9997817702345462,0.0002355756456871578,0.9811707985207505,0.00727944710979348,0.9997851195272631,0.00020913794658065652,0.9993990030042147,0.0005872179184317277,1.0469524690809353,0.9831749025435309
dpn,s10_h0p55_m0p35_e0p10,10,0.55,0.35,0.1,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,2.0014830212433605e-16,0.9851790065663113,0.008637064317103753,0.9999325190633644,8.264693106091614e-05,0.9998178062705823,0.00022077042733634712,0.979828640035735,0.004652277986671181,0.999771689497717,0.0002206779039102091,0.9993605653309784,0.0006186569634808498,1.0469524690809353,0.9825038233010231
dpn,s10_h0p60_m0p20_e0p20,10,0.6,0.2,0.2,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,1.5700924586837752e-16,0.979917034227707,0.010371153564993383,0.9999460152506916,5.6458602235915475e-05,0.9998528939898803,0.00015311530970508637,0.9747051588759333,0.01234578375592817,0.9997313994090786,0.0002809092219090897,0.9992391776985008,0.000800723252297045,1.0469524690809353,0.9773110965518201
dpn,s10_h0p60_m0p25_e0p15,10,0.6,0.25,0.15,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,1.5700924586837752e-16,0.979917034227707,0.010371153564993383,0.9999190228760375,5.645860223590221e-05,0.9997798346291498,0.00015252531386775422,0.9825497284711091,0.007553435974514942,0.9997448294386249,0.0002980437956106855,0.9992718527948179,0.0008553518254469336,1.0469524690809353,0.9812333813494081
dpn,s10_h0p60_m0p30_e0p10,10,0.6,0.3,0.1,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,1.2412670766236366e-16,0.978627851004749,0.011708534708726742,0.9999190228760375,7.392166239357386e-05,0.9997807829458877,0.00019679855294070232,0.9799883249623372,0.01220145900313406,0.9997179693795326,0.00028250985721141325,0.9991962705509115,0.0008109139587999,1.0469524690809353,0.9793080879835432
dpn,s10_h0p65_m0p20_e0p15,10,0.65,0.2,0.15,distance_only,5,0.9985611510791367,0.003217363996402555,1.0,0.0,1.0,1.5700924586837752e-16,0.9905129619415334,0.0036756523899500754,0.9999460152506916,5.6458602235915475e-05,0.9998528939898804,0.00015311530970508637,0.9838738714059904,0.0075456154130809855,0.9997045393499866,0.00031710230870581003,0.9991617701093928,0.0009057155010059127,1.0469524690809353,0.9871934166737619
dpn,s8_h0p65_m0p20_e0p15,8,0.65,0.2,0.15,distance_only,5,0.9985401459854014,0.0032643328138683026,1.0,0.0,1.0,1.5700924586837752e-16,0.989188819006652,0.005967098592901463,0.9999190228760375,8.798437688376815e-05,0.9997802757770561,0.0002367625718916693,0.9824592706663656,0.003678028836568658,0.9994896588772496,0.00019919952960236167,0.9985363028966724,0.0005902357682784725,1.0469079795784673,0.9858240448365088
dpn,s12_h0p55_m0p25_e0p20,12,0.55,0.25,0.2,distance_only,5,0.9985401459854014,0.0032643328138683026,1.0,0.0,1.0,1.6653345369377348e-16,0.9787136187808457,0.01618502512221242,0.9998785343140563,0.00010009040403662657,0.9996730400663598,0.0002638899824889435,0.9637598147546113,0.02956415605007536,0.9996911093204405,0.0002950024528134613,0.9991315374016632,0.0008373949404664249,1.0469079795784673,0.9712367167677285
dpn,s12_h0p40_m0p40_e0p20,12,0.4,0.4,0.2,distance_only,5,0.9985401459854014,0.0032643328138683026,1.0,0.0,0.9999999999999998,2.0770370905276122e-16,0.9785728121299201,0.010667525012379487,0.9998920305013833,0.00010233990747084362,0.999706709247494,0.0002770411239037966,0.9748100567870581,0.016763820804192794,0.9995165189363417,0.00043621761399173205,0.9986538764233593,0.0012121024412232062,1.0469079795784673,0.9766914344584892
dpn,s4_h0p50_m0p30_e0p20,4,0.5,0.3,0.2,distance_only,5,0.9985401459854014,0.0032643328138683026,1.0,0.0,1.0,1.6653345369377348e-16,0.9839082090760248,0.012014253228844992,0.9999190228760375,8.798437688376815e-05,0.9997817702345462,0.00023557564568709737,0.9773712084364783,0.017044975381384424,0.9988584474885845,0.0020406354282867254,0.9981384313080992,0.0028097107790982095,1.0469079795784673,0.9806397087562515
dpn,s4_h0p55_m0p30_e0p15,4,0.55,0.3,0.15,distance_only,5,0.9985185185185184,0.0033126932999996933,1.0,0.0,1.0,1.5700924586837752e-16,0.9743179685667369,0.035053622813004844,0.9999190228760375,0.0001108824935903346,0.9997836299206163,0.0002919140457589544,0.9603134038042562,0.05112347380028474,0.998522696749933,0.0030422055573661702,0.9981427370360567,0.0034533233727110286,1.0468621718685185,0.9673156861854966
dpn,s4_h0p65_m0p20_e0p15,4,0.65,0.2,0.15,distance_only,5,0.9985185185185184,0.0033126932999996933,1.0,0.0,1.0,1.5700924586837752e-16,0.9877175749974183,0.0030642962020911526,0.9999190228760375,7.392166239357386e-05,0.9997807829458877,0.00019679855294065012,0.9865395507839985,0.010541694268339025,0.9988718775181307,0.002299537175685105,0.9983615818610035,0.0030525426559076235,1.0468621718685185,0.9871285628907084
