dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only,selected_by,selection_score_formula,alpha_auc,beta_stability,external_test_used_for_selection
dka,s8_h0p40_m0p40_e0p20,8,0.4,0.4,0.2,distance_only,5,0.9871882864333104,0.008887176664175276,0.9976370510396976,0.0033081285444234365,0.9974736645061126,0.0035693440092443144,0.8988658467655972,0.034716378494223564,0.992682478396764,0.0032764541473957465,0.9630816838304905,0.01882425626956286,0.897307977508442,0.015465405320655552,0.990188383045526,0.002957352212147099,0.9484963912946839,0.019056987374703366,1.0326265506532075,0.8980869121370196,internal_validation_selection_score,mean(val_f1) + alpha_auc * mean(val_auc) - beta_stability * std(val_f1),0.05,0.5,False
