dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only
dka,s8_h0p40_m0p40_e0p20,8,0.4,0.4,0.2,distance_only,5,0.9871882864333104,0.008887176664175276,0.9976370510396976,0.0033081285444234365,0.9974736645061126,0.0035693440092443144,0.8988658467655972,0.034716378494223564,0.992682478396764,0.0032764541473957465,0.9630816838304905,0.01882425626956286,0.897307977508442,0.015465405320655552,0.990188383045526,0.002957352212147099,0.9484963912946839,0.019056987374703366,1.0326265506532075,0.8980869121370196
dka,s8_h0p50_m0p30_e0p20,8,0.5,0.3,0.2,distance_only,5,0.9871425303134295,0.013985027011317324,0.9946124763705104,0.007905114990588435,0.9934965237747558,0.009507964118631715,0.9052694393751753,0.02740351910530185,0.9936569222283508,0.0036834612078781434,0.965411664589601,0.02176499406942278,0.8917921856161177,0.02430916244287178,0.9913657770800628,0.0026436800599112164,0.9459551263896161,0.024901412907838708,1.0298806406262961,0.8985308124956466
dka,s8_h0p55_m0p25_e0p20,8,0.55,0.25,0.2,distance_only,5,0.9851278161085624,0.01199223478679837,0.9948015122873347,0.007190512313186634,0.9942404371897566,0.008228053416739009,0.8933604406319043,0.04037726565889253,0.9932524361095789,0.0028870576894718717,0.9662204960186503,0.013435575599682396,0.8838870946741991,0.03778468554617617,0.9907770800627944,0.0021180370040151733,0.9422853543290785,0.023351825313274743,1.02887177432953,0.8886237676530517
dka,s8_h0p45_m0p35_e0p20,8,0.45,0.35,0.2,distance_only,5,0.9829300139107602,0.00928709166414427,0.9948960302457467,0.006457382250433265,0.9939641171451248,0.007672613823508726,0.8812080235671516,0.03158086715604005,0.9937856223570509,0.0034190789876160947,0.9703830386881098,0.017561978758954967,0.8626601731868172,0.05313130318319364,0.9895702511773941,0.0016128101849259837,0.9450902075817254,0.01122232248118181,1.0280312695909755,0.8719340983769843
dka,s6_h0p55_m0p30_e0p15,6,0.55,0.3,0.15,distance_only,5,0.9828872111644932,0.012220396613590912,0.9974480151228733,0.0030186615165730167,0.9973255715631082,0.0033338610071908066,0.9010948954345179,0.022649038665171213,0.9918183489612062,0.009235056705184267,0.9474243400144887,0.07950982273569664,0.8689730528515576,0.01952263471590419,0.9885989010989011,0.007649727064238364,0.923443792483415,0.06344280244184677,1.0266494136138413,0.8850339741430377
dka,s10_h0p40_m0p40_e0p20,10,0.4,0.4,0.2,distance_only,5,0.9807799900216059,0.008756567869935,0.9972589792060491,0.002882410336857625,0.9972072016269602,0.0030518131189299215,0.907924439541015,0.04163053131068125,0.9909174480603051,0.005939687295936609,0.9342354922692886,0.058987003579568036,0.8761022693781314,0.03619025660139143,0.9874215070643644,0.006477673800709096,0.9265209996474268,0.034519247236137605,1.0262646550469408,0.8920133544595732
dka,s10_h0p55_m0p30_e0p15,10,0.55,0.3,0.15,distance_only,5,0.9805441139079581,0.011657391897202059,0.9967863894139887,0.003229555683037782,0.9968163695389702,0.0032783806550802904,0.9189612739959481,0.009969124319298557,0.9915241772384631,0.0031907325346958236,0.9466932475749447,0.019851299636800535,0.9011044835370388,0.012188912262613271,0.9854788069073784,0.00547695672564871,0.897727321021162,0.035980040728001636,1.0245547374300565,0.9100328787664934
dka,s12_h0p60_m0p25_e0p15,12,0.6,0.25,0.15,distance_only,5,0.976434603563009,0.004863474880994167,0.996030245746692,0.0023770843742834296,0.9959715903277122,0.0024693551108897565,0.898176000239354,0.038872006522089365,0.9927927927927926,0.0032970237861339883,0.9482238811120018,0.03302466212035796,0.8777260789026193,0.03130201381474224,0.9897959183673469,0.0030949392259787094,0.9318387038446246,0.025235794529252144,1.0238043784098465,0.8879510395709866
dka,s8_h0p60_m0p25_e0p15,8,0.6,0.25,0.15,distance_only,5,0.9828862164662351,0.01783009737964511,0.9959357277882799,0.0038913400473041234,0.9955408281348557,0.004502359928275581,0.9256272391069598,0.019586565943475808,0.9940614083471226,0.003092685728970243,0.9593161134739795,0.026412139267860575,0.8991094531843984,0.027511075632023204,0.9921899529042386,0.0010872759165772702,0.9424571710426777,0.02228517329173177,1.0237679541658264,0.9123683461456791
dka,s4_h0p60_m0p20_e0p20,4,0.6,0.2,0.2,distance_only,5,0.9809152997058932,0.013663663456544064,0.9936672967863895,0.0061491178381187644,0.9923618972308633,0.007990599923160015,0.9183244109069353,0.023202951639159003,0.9942820371391801,0.00137186398230968,0.9715162320905095,0.008484068177056192,0.9008929946772758,0.0352735073967272,0.9892857142857142,0.0035229033893267427,0.9277880815963343,0.03630049673726248,1.0237668328169407,0.9096087027921056
dka,s10_h0p60_m0p20_e0p20,10,0.6,0.2,0.2,distance_only,5,0.9806849471495644,0.014026873100223663,0.9983931947069944,0.0018180892307817617,0.9984255865100966,0.001776221151174802,0.921788311045718,0.010628035637618828,0.9954127596984741,0.003881795984132901,0.9765519181741222,0.02349376334851252,0.9010504415221396,0.018798300811444735,0.9899725274725275,0.0031728105358997775,0.9425310175099544,0.027127458828655356,1.0235911703348024,0.9114193762839289
dka,s8_h0p45_m0p40_e0p15,8,0.45,0.4,0.15,distance_only,5,0.9804566167820024,0.014194179669272274,0.9948015122873347,0.005949753455583307,0.9944677487768528,0.006526398037875076,0.8875151660653149,0.027963805558518892,0.990990990990991,0.0037267975364266306,0.9507567426667377,0.026013008402933125,0.8901065926660449,0.03114429783102987,0.9882456828885401,0.0034069065048659484,0.9247889879147365,0.029542572369669062,1.023099602561733,0.8888108793656799
dka,s6_h0p55_m0p25_e0p20,6,0.55,0.25,0.2,distance_only,5,0.9808163654388775,0.015477345752253712,0.9972589792060491,0.00341444080684091,0.9973491799793285,0.003330226521928157,0.905722721071814,0.01951279426531669,0.9921492921492924,0.008050085500181917,0.9423610939712181,0.06179835337357412,0.8850022300299261,0.011913561641323567,0.987087912087912,0.006131907368162725,0.9086971747740549,0.04698943757737733,1.022940641523053,0.89536247555087
