dataset,profile_id,seed,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,val_f1,val_auc,val_pr_auc,val_precision,val_recall,val_specificity,test1_f1_report_only,test1_auc_report_only,test1_pr_auc_report_only,test1_precision_report_only,test1_recall_report_only,test1_specificity_report_only,test2_f1_report_only,test2_auc_report_only,test2_pr_auc_report_only,test2_precision_report_only,test2_recall_report_only,test2_specificity_report_only,saved_dir
dka,s8_h0p50_m0p30_e0p20,42,8,0.5,0.3,0.2,distance_only,0.967741935483871,0.9825141776937618,0.9790300726495702,0.9574468085106383,0.9782608695652174,0.9565217391304348,0.8672566371681416,0.9949439235153521,0.9802148257500312,0.765625,1.0,0.9324324324324325,0.8596491228070176,0.9928375196232339,0.9652246090179242,0.7538461538461538,1.0,0.9230769230769231,outputs\dka_sdss32_final_s8_h0p50_m0p30_e0p20_seed42_20260519_131725\20260519_151546
dka,s8_h0p50_m0p30_e0p20,52,8,0.5,0.3,0.2,distance_only,0.989247311827957,1.0,0.9999999999999999,0.9787234042553191,1.0,0.9782608695652174,0.9230769230769231,0.9943923515352087,0.965161109544223,0.8727272727272727,0.9795918367346939,0.9684684684684685,0.8990825688073395,0.9899921507064364,0.9337060323984134,0.8166666666666667,1.0,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p50_m0p30_e0p20_seed52_20260519_131725\20260519_151621
dka,s8_h0p50_m0p30_e0p20,62,8,0.5,0.3,0.2,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9158878504672897,0.9977017834160692,0.98605618039641,0.8448275862068966,1.0,0.9594594594594594,0.9245283018867925,0.9951923076923077,0.9769150334007979,0.8596491228070176,1.0,0.9615384615384616,outputs\dka_sdss32_final_s8_h0p50_m0p30_e0p20_seed62_20260519_131725\20260519_151658
dka,s8_h0p50_m0p30_e0p20,72,8,0.5,0.3,0.2,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9333333333333333,0.9935649935649935,0.9655620300822174,0.875,1.0,0.9684684684684685,0.8785046728971962,0.9902864992150706,0.9387802425056491,0.8103448275862069,0.9591836734693877,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p50_m0p30_e0p20_seed72_20260519_131725\20260519_151746
dka,s8_h0p50_m0p30_e0p20,82,8,0.5,0.3,0.2,distance_only,0.9787234042553191,0.9905482041587902,0.9884525462242086,0.9583333333333334,1.0,0.9565217391304348,0.8867924528301887,0.9876815591101306,0.9300641771751235,0.8245614035087719,0.9591836734693877,0.954954954954955,0.897196261682243,0.9885204081632653,0.9151497146252964,0.8275862068965517,0.9795918367346939,0.9519230769230769,outputs\dka_sdss32_final_s8_h0p50_m0p30_e0p20_seed82_20260519_131725\20260519_151831
dka,s8_h0p55_m0p35_e0p10,42,8,0.55,0.35,0.1,distance_only,0.9787234042553191,0.9933837429111532,0.9931209151678788,0.9583333333333334,1.0,0.9565217391304348,0.8909090909090909,0.9961389961389961,0.9823823989671281,0.8032786885245902,1.0,0.9459459459459459,0.8596491228070176,0.9958791208791209,0.9790294664403232,0.7538461538461538,1.0,0.9230769230769231,outputs\dka_sdss32_final_s8_h0p55_m0p35_e0p10_seed42_20260519_131725\20260519_151922
dka,s8_h0p55_m0p35_e0p10,52,8,0.55,0.35,0.1,distance_only,0.9787234042553191,0.999054820415879,0.9990648755178377,0.9583333333333334,1.0,0.9565217391304348,0.8888888888888888,0.9932892075749218,0.9582388094773814,0.8135593220338984,0.9795918367346939,0.9504504504504504,0.8672566371681416,0.9922488226059655,0.9566843268277636,0.765625,1.0,0.9278846153846154,outputs\dka_sdss32_final_s8_h0p55_m0p35_e0p10_seed52_20260519_131725\20260519_152008
dka,s8_h0p55_m0p35_e0p10,62,8,0.55,0.35,0.1,distance_only,0.968421052631579,1.0,0.9999999999999999,0.9387755102040817,1.0,0.9347826086956522,0.8521739130434782,0.9979775694061409,0.9909105574926608,0.7424242424242424,1.0,0.9234234234234234,0.8235294117647058,0.9905808477237049,0.9352466378115782,0.7,1.0,0.8990384615384616,outputs\dka_sdss32_final_s8_h0p55_m0p35_e0p10_seed62_20260519_131725\20260519_152055
dka,s8_h0p55_m0p35_e0p10,72,8,0.55,0.35,0.1,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9333333333333333,0.9933811362382791,0.961822184728883,0.875,1.0,0.9684684684684685,0.8909090909090909,0.9893053375196232,0.9231486492941192,0.8032786885245902,1.0,0.9423076923076923,outputs\dka_sdss32_final_s8_h0p55_m0p35_e0p10_seed72_20260519_131725\20260519_152140
dka,s8_h0p55_m0p35_e0p10,82,8,0.55,0.35,0.1,distance_only,0.9555555555555556,0.9914933837429112,0.9903928518061266,0.9772727272727273,0.9347826086956522,0.9782608695652174,0.9,0.991818348961206,0.9613388000628915,0.8823529411764706,0.9183673469387755,0.972972972972973,0.92,0.9904827315541601,0.9421523112588092,0.9019607843137255,0.9387755102040817,0.9759615384615384,outputs\dka_sdss32_final_s8_h0p55_m0p35_e0p10_seed82_20260519_131725\20260519_152224
dka,s8_h0p55_m0p30_e0p15,42,8,0.55,0.3,0.15,distance_only,0.9387755102040817,0.9886578449905482,0.9885060162220729,0.8846153846153846,1.0,0.8695652173913043,0.7205882352941176,0.9961389961389961,0.9876726699237978,0.5632183908045977,1.0,0.8288288288288288,0.765625,0.996958398744113,0.9823701268117273,0.620253164556962,1.0,0.8557692307692307,outputs\dka_sdss32_final_s8_h0p55_m0p30_e0p15_seed42_20260519_131725\20260519_152310
dka,s8_h0p55_m0p30_e0p15,52,8,0.55,0.3,0.15,distance_only,0.989247311827957,0.9976370510396976,0.9975821514112511,0.9787234042553191,1.0,0.9782608695652174,0.9320388349514563,0.99567935282221,0.968175652664031,0.8888888888888888,0.9795918367346939,0.972972972972973,0.9056603773584906,0.9914638932496075,0.9553089908326378,0.8421052631578947,0.9795918367346939,0.9567307692307693,outputs\dka_sdss32_final_s8_h0p55_m0p30_e0p15_seed52_20260519_131725\20260519_152352
dka,s8_h0p55_m0p30_e0p15,62,8,0.55,0.3,0.15,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9514563106796117,0.9964147821290679,0.978168574406066,0.9074074074074074,1.0,0.9774774774774775,0.9158878504672897,0.9945054945054945,0.9733446298655513,0.8448275862068966,1.0,0.9567307692307693,outputs\dka_sdss32_final_s8_h0p55_m0p30_e0p15_seed62_20260519_131725\20260519_152428
dka,s8_h0p55_m0p30_e0p15,72,8,0.55,0.3,0.15,distance_only,0.989247311827957,1.0,0.9999999999999999,0.9787234042553191,1.0,0.9782608695652174,0.8952380952380953,0.9838205552491266,0.8457543805946155,0.8392857142857143,0.9591836734693877,0.9594594594594594,0.9074074074074074,0.9808673469387754,0.8662681015777002,0.8305084745762712,1.0,0.9519230769230769,outputs\dka_sdss32_final_s8_h0p55_m0p30_e0p15_seed72_20260519_131725\20260519_152508
dka,s8_h0p55_m0p30_e0p15,82,8,0.55,0.3,0.15,distance_only,0.9787234042553191,0.9905482041587902,0.9890122417079499,0.9583333333333334,1.0,0.9565217391304348,0.9038461538461539,0.9932892075749219,0.9694117523228232,0.8545454545454545,0.9591836734693877,0.963963963963964,0.9423076923076923,0.9903846153846153,0.9405213828047154,0.8909090909090909,1.0,0.9711538461538461,outputs\dka_sdss32_final_s8_h0p55_m0p30_e0p15_seed82_20260519_131725\20260519_152553
dka,s8_h0p55_m0p25_e0p20,42,8,0.55,0.25,0.2,distance_only,0.968421052631579,0.9829867674858224,0.9805341041204705,0.9387755102040817,1.0,0.9347826086956522,0.8235294117647058,0.9911748483177054,0.9600961605145839,0.7,1.0,0.9054054054054054,0.8166666666666667,0.992052590266876,0.9579850701063432,0.6901408450704225,1.0,0.8942307692307693,outputs\dka_sdss32_final_s8_h0p55_m0p25_e0p20_seed42_20260519_131725\20260519_152642
dka,s8_h0p55_m0p25_e0p20,52,8,0.55,0.25,0.2,distance_only,0.989247311827957,0.9985822306238186,0.9985817837303981,0.9787234042553191,1.0,0.9782608695652174,0.9056603773584906,0.9951277808420665,0.9757357340103944,0.8421052631578947,0.9795918367346939,0.9594594594594594,0.897196261682243,0.9900902668759811,0.9340976368525236,0.8275862068965517,0.9795918367346939,0.9519230769230769,outputs\dka_sdss32_final_s8_h0p55_m0p25_e0p20_seed52_20260519_131725\20260519_152728
dka,s8_h0p55_m0p25_e0p20,62,8,0.55,0.25,0.2,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9245283018867925,0.9962309248023533,0.9778389498943416,0.8596491228070176,1.0,0.963963963963964,0.8990825688073395,0.9928375196232339,0.9660661982211303,0.8166666666666667,1.0,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p55_m0p25_e0p20_seed62_20260519_131725\20260519_152817
dka,s8_h0p55_m0p25_e0p20,72,8,0.55,0.25,0.2,distance_only,0.989247311827957,0.9995274102079396,0.9995374653098982,0.9787234042553191,1.0,0.9782608695652174,0.9158878504672897,0.9943923515352087,0.9718760356864233,0.8448275862068966,1.0,0.9594594594594594,0.8990825688073395,0.9914638932496075,0.9467953424666777,0.8166666666666667,1.0,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p55_m0p25_e0p20_seed72_20260519_131725\20260519_152900
dka,s8_h0p55_m0p25_e0p20,82,8,0.55,0.25,0.2,distance_only,0.9787234042553191,0.9929111531190926,0.9925488327880161,0.9583333333333334,1.0,0.9565217391304348,0.897196261682243,0.9893362750505608,0.9455555999875084,0.8275862068965517,0.9795918367346939,0.954954954954955,0.9074074074074074,0.9874411302982732,0.9064825239987178,0.8305084745762712,1.0,0.9519230769230769,outputs\dka_sdss32_final_s8_h0p55_m0p25_e0p20_seed82_20260519_131725\20260519_152942
dka,s8_h0p60_m0p30_e0p10,42,8,0.6,0.3,0.1,distance_only,0.945054945054945,0.9858223062381852,0.9832191349107147,0.9555555555555556,0.9347826086956522,0.9565217391304348,0.9504950495049505,0.996874425445854,0.9846255186667279,0.9230769230769231,0.9795918367346939,0.9819819819819819,0.9245283018867925,0.994701726844584,0.948138665839789,0.8596491228070176,1.0,0.9615384615384616,outputs\dka_sdss32_final_s8_h0p60_m0p30_e0p10_seed42_20260519_131725\20260519_153028
dka,s8_h0p60_m0p30_e0p10,52,8,0.6,0.3,0.1,distance_only,0.967741935483871,0.9943289224952742,0.9944012775094264,0.9574468085106383,0.9782608695652174,0.9565217391304348,0.9230769230769231,0.9953116381687811,0.9623040229548588,0.8727272727272727,0.9795918367346939,0.9684684684684685,0.8990825688073395,0.9919544740973313,0.9605471315076485,0.8166666666666667,1.0,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p60_m0p30_e0p10_seed52_20260519_131725\20260519_153118
dka,s8_h0p60_m0p30_e0p10,62,8,0.6,0.3,0.1,distance_only,0.989247311827957,1.0,0.9999999999999999,0.9787234042553191,1.0,0.9782608695652174,0.9423076923076923,0.9964147821290678,0.980856076590163,0.8909090909090909,1.0,0.972972972972973,0.8909090909090909,0.9937205651491365,0.9503852169553086,0.8032786885245902,1.0,0.9423076923076923,outputs\dka_sdss32_final_s8_h0p60_m0p30_e0p10_seed62_20260519_131725\20260519_153210
dka,s8_h0p60_m0p30_e0p10,72,8,0.6,0.3,0.1,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9411764705882353,0.9923699209413496,0.9463166835769256,0.9056603773584906,0.9795918367346939,0.9774774774774775,0.9320388349514563,0.9897959183673469,0.9157544262560764,0.8888888888888888,0.9795918367346939,0.9711538461538461,outputs\dka_sdss32_final_s8_h0p60_m0p30_e0p10_seed72_20260519_131725\20260519_153259
dka,s8_h0p60_m0p30_e0p10,82,8,0.6,0.3,0.1,distance_only,0.967032967032967,0.9867674858223062,0.9843823257669371,0.9777777777777777,0.9565217391304348,0.9782608695652174,0.8846153846153846,0.9873138444567016,0.9438164494818417,0.8363636363636363,0.9387755102040817,0.9594594594594594,0.8932038834951457,0.9877354788069074,0.9401184762158573,0.8518518518518519,0.9387755102040817,0.9615384615384616,outputs\dka_sdss32_final_s8_h0p60_m0p30_e0p10_seed82_20260519_131725\20260519_153341
dka,s8_h0p60_m0p25_e0p15,42,8,0.6,0.25,0.15,distance_only,0.9787234042553191,0.9933837429111532,0.9930314139076043,0.9583333333333334,1.0,0.9565217391304348,0.897196261682243,0.9938407795550652,0.9622250984021419,0.8275862068965517,0.9795918367346939,0.954954954954955,0.8596491228070176,0.9932299843014128,0.9314012327400296,0.7538461538461538,1.0,0.9230769230769231,outputs\dka_sdss32_final_s8_h0p60_m0p25_e0p15_seed42_20260519_131725\20260519_153422
dka,s8_h0p60_m0p25_e0p15,52,8,0.6,0.25,0.15,distance_only,0.9574468085106383,0.9948015122873346,0.9950272929437117,0.9375,0.9782608695652174,0.9347826086956522,0.9142857142857143,0.9930134215848502,0.9190321190704166,0.8571428571428571,0.9795918367346939,0.963963963963964,0.8990825688073395,0.9926412872841444,0.9611850751525298,0.8166666666666667,1.0,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p60_m0p25_e0p15_seed52_20260519_131725\20260519_153505
dka,s8_h0p60_m0p25_e0p15,62,8,0.6,0.25,0.15,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9423076923076923,0.9983452840595698,0.9926702825145686,0.8909090909090909,1.0,0.972972972972973,0.8888888888888888,0.9930337519623234,0.9656467530659159,0.8135593220338984,0.9795918367346939,0.9471153846153846,outputs\dka_sdss32_final_s8_h0p60_m0p25_e0p15_seed62_20260519_131725\20260519_153558
dka,s8_h0p60_m0p25_e0p15,72,8,0.6,0.25,0.15,distance_only,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9423076923076923,0.9952197095054238,0.9657173099958438,0.8909090909090909,1.0,0.972972972972973,0.9158878504672897,0.9910714285714286,0.9112217562139076,0.8448275862068966,1.0,0.9567307692307693,outputs\dka_sdss32_final_s8_h0p60_m0p25_e0p15_seed72_20260519_131725\20260519_153642
