dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only,selected_by,selection_score_formula,alpha_auc,beta_stability,external_test_used_for_selection
dpn,s12_h0p50_m0p40_e0p10,12,0.5,0.4,0.1,distance_only,5,1.0,0.0,1.0,0.0,1.0,2.220446049250313e-16,0.9812411771625882,0.010777657533757597,0.99967609150415,0.0005773466397518712,0.9992631984280603,0.0012486582627754396,0.9785571120519088,0.008518953201848768,0.9991673381681438,0.0011828722957976045,0.9976035358139457,0.0035967446747067837,1.05,0.9798991446072485,internal_validation_selection_score,mean(val_f1) + alpha_auc * mean(val_auc) - beta_stability * std(val_f1),0.05,0.5,False
