dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only,selected_by,selection_score_formula,alpha_auc,beta_stability,external_test_used_for_selection
df,s12_h0p45_m0p40_e0p15,12,0.45,0.4,0.15,distance_only,5,1.0,0.0,1.0,0.0,1.0,1.5700924586837752e-16,0.9364716903527303,0.015155449389319646,0.9995690893421431,0.0003966303151819655,0.9984056928357667,0.0014529086355315392,0.931248263139157,0.012530306877476005,0.9993361581920904,0.00047268928052771996,0.9978451363970299,0.001334493574940444,1.05,0.9338599767459437,internal_validation_selection_score,mean(val_f1) + alpha_auc * mean(val_auc) - beta_stability * std(val_f1),0.05,0.5,False
