dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only,selected_by,selection_score_formula,alpha_auc,beta_stability,external_test_used_for_selection
dn,s10_h0p40_m0p40_e0p20,10,0.4,0.4,0.2,distance_only,5,0.9953078775369797,0.00491745239174147,0.9995017301038063,0.0006892677978125257,0.9994904654239825,0.0007039372503382397,0.8121723394255971,0.05023362320388656,0.978158307857556,0.010759689139952611,0.9416911500275973,0.021322500378065462,0.8445249391967675,0.03916000097309729,0.9787849885963095,0.0048384294243109865,0.9111182500319155,0.03686317098525119,1.042824237846299,0.8283486393111823,internal_validation_selection_score,mean(val_f1) + alpha_auc * mean(val_auc) - beta_stability * std(val_f1),0.05,0.5,False
